vendor_id,vendor_performance_variability,shipping_route,warehouse_location,transportation_mode,political_instability_index,weather_condition_severity,disruption_occurred
V106,1.66,Asia-Europe,Mumbai,Sea,3.02,3.42,0
V105,9.16,MiddleEast-Asia,Singapore,Rail,4.32,1.74,1
V104,3.28,MiddleEast-Asia,Dubai,Air,5.28,5.52,1
V106,3.72,MiddleEast-Asia,Shanghai,Rail,2.73,9.45,1
V102,7.6,US-Asia,Singapore,Sea,9.08,5.18,1
V106,3.39,Europe-US,Singapore,Air,4.65,8.32,1
V105,9.52,Europe-US,Mumbai,Road,4.24,7.57,1
V104,7.38,Asia-Europe,Dubai,Air,8.5,5.18,1
V103,5.97,US-Asia,Dubai,Sea,3.12,6.48,1
V105,8.81,MiddleEast-Asia,Berlin,Sea,8.17,4.07,1
V104,0.5,Asia-Europe,Mumbai,Rail,1.22,5.31,0
V106,2.57,US-Asia,Berlin,Rail,1.83,5.07,0
V101,4.65,Africa-Europe,Berlin,Road,9.51,7.09,1
V101,2.27,US-Asia,Berlin,Road,8.42,4.1,1
V102,7.44,Asia-Europe,New York,Sea,3.88,1,0
V104,9.19,Europe-US,Berlin,Sea,6.38,7.89,1
V101,4.24,MiddleEast-Asia,Singapore,Sea,9.43,6.85,1
V103,3.42,Africa-Europe,Shanghai,Road,2.12,9.5,1
V104,9.62,US-Asia,Singapore,Sea,0.59,4.29,1
V103,4.45,Asia-Europe,Singapore,Road,5.37,0.78,0
V103,4.89,Asia-Europe,Dubai,Sea,1.43,1.22,0
V101,3.52,MiddleEast-Asia,New York,Air,1.87,7.73,1
V104,9.1,Asia-Europe,Berlin,Air,8.92,0.68,1
V106,5.69,Asia-Europe,Dubai,Sea,0.07,9.08,1
V105,7.62,MiddleEast-Asia,Mumbai,Air,8.17,2.82,1
V101,8.12,Africa-Europe,Mumbai,Road,5.17,8.99,1
V101,3.42,Europe-US,Dubai,Rail,5.59,7.74,1
V106,4.34,Europe-US,Shanghai,Air,6.72,8.71,1
V104,8.48,US-Asia,Dubai,Rail,4.31,2.14,1
V104,3.63,Africa-Europe,Dubai,Air,1.16,5.96,0
V103,7.94,US-Asia,New York,Road,1.03,0.94,0
V106,9.41,Europe-US,Mumbai,Air,7.54,2.02,1
V106,6.23,MiddleEast-Asia,Mumbai,Air,2.21,3.1,0
V104,7.42,Asia-Europe,Berlin,Sea,0.28,7.41,1
V103,8.05,Europe-US,Singapore,Rail,9.8,0.25,1
V101,8.45,Africa-Europe,Dubai,Rail,9.8,9.03,1
V102,3.95,Europe-US,Dubai,Road,3.78,0.71,0
V105,0.51,Africa-Europe,Shanghai,Road,0.26,3.76,0
V101,4.02,Africa-Europe,Mumbai,Rail,7.27,0.81,0
V104,6.74,Africa-Europe,Shanghai,Sea,8.31,7.69,1
V105,4.5,US-Asia,New York,Sea,1.25,1.41,0
V102,7.49,MiddleEast-Asia,Berlin,Rail,1.35,8.85,1
V102,3.57,Europe-US,Shanghai,Air,8.22,5.3,1
V103,6.35,MiddleEast-Asia,Mumbai,Rail,9.22,9.48,1
V105,1.86,Asia-Europe,New York,Air,7.91,2.9,1
V103,7.49,Europe-US,Dubai,Rail,2.01,4.54,1
V101,5.46,MiddleEast-Asia,New York,Air,4.12,6.94,1
V106,2.04,MiddleEast-Asia,Singapore,Sea,6.01,8.32,1
V106,2.92,Asia-Europe,Shanghai,Rail,1.6,4.21,0
V106,7.49,Africa-Europe,Mumbai,Road,2.11,8.92,1
V105,4.83,Europe-US,Shanghai,Air,2.83,1.18,0
V106,2.16,Europe-US,Dubai,Sea,5.1,7.09,1
V101,9.67,Asia-Europe,Dubai,Road,5.11,3.48,1
V103,7.15,Africa-Europe,Mumbai,Sea,8.14,1.01,1
V105,9.57,Europe-US,Singapore,Air,7.53,3.87,1
V103,4.27,Europe-US,Berlin,Rail,9.14,8.8,1
V105,4.75,Europe-US,New York,Sea,8.33,9.81,1
V103,8.98,Africa-Europe,New York,Rail,2.54,3.93,1
V102,5.25,Asia-Europe,Dubai,Rail,3.31,8.86,1
V103,7.07,Europe-US,Shanghai,Sea,5,5.1,1
V106,2.52,MiddleEast-Asia,Shanghai,Sea,0.14,7.17,0
V102,4.47,Africa-Europe,Singapore,Sea,9.04,0.45,1
V103,1.23,US-Asia,Berlin,Rail,0.44,5.57,0
V105,2.06,Asia-Europe,Shanghai,Road,3.22,0.7,0
V105,0.01,MiddleEast-Asia,New York,Air,5.69,2.69,0
V105,0.39,Europe-US,Shanghai,Road,5.18,5.67,0
V104,9.77,US-Asia,Berlin,Rail,6.54,8.07,1
